OrgName,PrimFocus,id_str,_boroname,_ntaname,YrFnd_Num
American Scottish Foundation,"Arts, culture, creative practices",6142,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",2242,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,1956
American Scottish Foundation,"Arts, culture, creative practices",1546,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",1081,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,1956
American Scottish Foundation,"Arts, culture, creative practices",6366,Queens,Brookville,1956
American Scottish Foundation,"Arts, culture, creative practices",3560,Brooklyn,Kensington-Ocean Parkway,1956
American Scottish Foundation,"Arts, culture, creative practices",5985,Queens,Hammels-Arverne-Edgemere,1956
American Scottish Foundation,"Arts, culture, creative practices",2322,Staten Island,Old Town-Dongan Hills-South Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",6198,Queens,Jamaica Estates-Holliswood,1956
American Scottish Foundation,"Arts, culture, creative practices",928,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,1956
American Scottish Foundation,"Arts, culture, creative practices",5658,Queens,South Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",5334,Queens,Flushing,1956
American Scottish Foundation,"Arts, culture, creative practices",2236,Staten Island,Stapleton-Rosebank,1956
American Scottish Foundation,"Arts, culture, creative practices",6520,Queens,Rosedale,1956
American Scottish Foundation,"Arts, culture, creative practices",5332,Queens,Flushing,1956
American Scottish Foundation,"Arts, culture, creative practices",3709,Brooklyn,Clinton Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3252,Brooklyn,Bensonhurst West,1956
American Scottish Foundation,"Arts, culture, creative practices",4117,Brooklyn,Sheepshead Bay-Manhattan Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",6141,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",3076,Manhattan,West Village,1956
American Scottish Foundation,"Arts, culture, creative practices",3001,Manhattan,Battery Park City-Lower Manhattan,1956
American Scottish Foundation,"Arts, culture, creative practices",5499,Queens,Briarwood-Jamaica Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",5495,Queens,Kew Gardens Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",4111,Brooklyn,Flatlands,1956
American Scottish Foundation,"Arts, culture, creative practices",1783,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",3955,Brooklyn,Flatlands,1956
American Scottish Foundation,"Arts, culture, creative practices",5972,Queens,Baisley Park,1956
American Scottish Foundation,"Arts, culture, creative practices",4387,Bronx,Melrose South-Mott Haven North,1956
American Scottish Foundation,"Arts, culture, creative practices",4305,Bronx,East Concourse-Concourse Village,1956
American Scottish Foundation,"Arts, culture, creative practices",5343,Queens,Kew Gardens,1956
American Scottish Foundation,"Arts, culture, creative practices",3999,Manhattan,East Harlem North,1956
American Scottish Foundation,"Arts, culture, creative practices",2240,Staten Island,Grymes Hill-Clifton-Fox Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",1782,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",2940,Brooklyn,Bay Ridge,1956
American Scottish Foundation,"Arts, culture, creative practices",5173,Queens,College Point,1956
American Scottish Foundation,"Arts, culture, creative practices",5336,Queens,Queensboro Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3475,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",6200,Queens,Hollis,1956
American Scottish Foundation,"Arts, culture, creative practices",4005,Queens,Old Astoria,1956
American Scottish Foundation,"Arts, culture, creative practices",3245,Brooklyn,Sunset Park West,1956
American Scottish Foundation,"Arts, culture, creative practices",5339,Queens,Kew Gardens Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",4073,Bronx,West Concourse,1956
American Scottish Foundation,"Arts, culture, creative practices",6593,Queens,Cambria Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",6128,Queens,St. Albans,1956
American Scottish Foundation,"Arts, culture, creative practices",3649,Brooklyn,Gravesend,1956
American Scottish Foundation,"Arts, culture, creative practices",2860,Brooklyn,Bay Ridge,1956
American Scottish Foundation,"Arts, culture, creative practices",3319,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",5329,Queens,Whitestone,1956
American Scottish Foundation,"Arts, culture, creative practices",3646,Brooklyn,Homecrest,1956
American Scottish Foundation,"Arts, culture, creative practices",4490,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",5183,Queens,Forest Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",4075,Bronx,West Concourse,1956
American Scottish Foundation,"Arts, culture, creative practices",3919,Manhattan,Central Harlem North-Polo Grounds,1956
American Scottish Foundation,"Arts, culture, creative practices",927,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,1956
American Scottish Foundation,"Arts, culture, creative practices",5655,Queens,Briarwood-Jamaica Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",3726,Brooklyn,Brighton Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",4563,Queens,Ridgewood,1956
American Scottish Foundation,"Arts, culture, creative practices",5737,Queens,Baisley Park,1956
American Scottish Foundation,"Arts, culture, creative practices",5570,Queens,Queensboro Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",5969,Queens,South Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",4881,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",3961,Brooklyn,Sheepshead Bay-Manhattan Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",5094,Queens,College Point,1956
American Scottish Foundation,"Arts, culture, creative practices",6512,Queens,Queens Village,1956
American Scottish Foundation,"Arts, culture, creative practices",3993,Manhattan,Central Harlem North-Polo Grounds,1956
American Scottish Foundation,"Arts, culture, creative practices",3241,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1956
American Scottish Foundation,"Arts, culture, creative practices",3564,Brooklyn,Ocean Parkway South,1956
American Scottish Foundation,"Arts, culture, creative practices",772,Staten Island,Rossville-Woodrow,1956
American Scottish Foundation,"Arts, culture, creative practices",3632,Brooklyn,Prospect Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",3014,Brooklyn,Sunset Park West,1956
American Scottish Foundation,"Arts, culture, creative practices",4449,Bronx,North Riverdale-Fieldston-Riverdale,1956
American Scottish Foundation,"Arts, culture, creative practices",6208,Queens,Brookville,1956
American Scottish Foundation,"Arts, culture, creative practices",2244,Staten Island,Old Town-Dongan Hills-South Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",6344,Queens,Douglas Manor-Douglaston-Little Neck,1956
American Scottish Foundation,"Arts, culture, creative practices",3765,Manhattan,Central Harlem South,1956
American Scottish Foundation,"Arts, culture, creative practices",5190,Queens,Richmond Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3410,Brooklyn,Bensonhurst West,1956
American Scottish Foundation,"Arts, culture, creative practices",4237,Queens,Steinway,1956
American Scottish Foundation,"Arts, culture, creative practices",3718,Brooklyn,Flatbush,1956
American Scottish Foundation,"Arts, culture, creative practices",3876,Brooklyn,Midwood,1956
American Scottish Foundation,"Arts, culture, creative practices",3566,Brooklyn,Ocean Parkway South,1956
American Scottish Foundation,"Arts, culture, creative practices",4149,Bronx,West Concourse,1956
American Scottish Foundation,"Arts, culture, creative practices",4267,Brooklyn,Georgetown-Mill Basin,1956
American Scottish Foundation,"Arts, culture, creative practices",4977,Queens,Breezy Point-Broad Channel,1956
American Scottish Foundation,"Arts, culture, creative practices",6297,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",3553,Brooklyn,Prospect Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",5502,Queens,South Ozone Park,1956
American Scottish Foundation,"Arts, culture, creative practices",6522,Queens,Rosedale,1956
American Scottish Foundation,"Arts, culture, creative practices",5490,Queens,East Flushing,1956
American Scottish Foundation,"Arts, culture, creative practices",5641,Queens,Whitestone,1956
American Scottish Foundation,"Arts, culture, creative practices",3570,Brooklyn,Gravesend,1956
American Scottish Foundation,"Arts, culture, creative practices",6596,Queens,Rosedale,1956
American Scottish Foundation,"Arts, culture, creative practices",5886,Queens,Jamaica Estates-Holliswood,1956
American Scottish Foundation,"Arts, culture, creative practices",5029,Queens,Forest Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",3408,Brooklyn,Borough Park,1956
American Scottish Foundation,"Arts, culture, creative practices",5024,Queens,Corona,1956
American Scottish Foundation,"Arts, culture, creative practices",925,Staten Island,Arden Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",4639,Queens,Middle Village,1956
American Scottish Foundation,"Arts, culture, creative practices",6364,Queens,Brookville,1956
American Scottish Foundation,"Arts, culture, creative practices",4229,Bronx,East Concourse-Concourse Village,1956
American Scottish Foundation,"Arts, culture, creative practices",2475,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,1956
American Scottish Foundation,"Arts, culture, creative practices",4396,Queens,Astoria,1956
American Scottish Foundation,"Arts, culture, creative practices",5176,Queens,College Point,1956
American Scottish Foundation,"Arts, culture, creative practices",3562,Brooklyn,Flatbush,1956
American Scottish Foundation,"Arts, culture, creative practices",5651,Queens,Pomonok-Flushing Heights-Hillcrest,1956
American Scottish Foundation,"Arts, culture, creative practices",1313,Staten Island,Great Kills,1956
American Scottish Foundation,"Arts, culture, creative practices",3480,Brooklyn,Windsor Terrace,1956
American Scottish Foundation,"Arts, culture, creative practices",5893,Queens,Baisley Park,1956
American Scottish Foundation,"Arts, culture, creative practices",2168,Staten Island,Old Town-Dongan Hills-South Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",4234,Bronx,Mott Haven-Port Morris,1956
American Scottish Foundation,"Arts, culture, creative practices",5251,Queens,College Point,1956
American Scottish Foundation,"Arts, culture, creative practices",4071,Bronx,Highbridge,1956
American Scottish Foundation,"Arts, culture, creative practices",5497,Queens,Kew Gardens Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",3708,Brooklyn,Clinton Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",6514,Queens,Cambria Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",3927,Manhattan,Lenox Hill-Roosevelt Island,1956
American Scottish Foundation,"Arts, culture, creative practices",2398,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,1956
American Scottish Foundation,"Arts, culture, creative practices",5732,Queens,Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",3484,Brooklyn,Borough Park,1956
American Scottish Foundation,"Arts, culture, creative practices",5189,Queens,Richmond Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3713,Brooklyn,Prospect Lefferts Gardens-Wingate,1956
American Scottish Foundation,"Arts, culture, creative practices",2864,Brooklyn,Bay Ridge,1956
American Scottish Foundation,"Arts, culture, creative practices",4448,Bronx,North Riverdale-Fieldston-Riverdale,1956
American Scottish Foundation,"Arts, culture, creative practices",3572,Brooklyn,West Brighton,1956
American Scottish Foundation,"Arts, culture, creative practices",3996,Manhattan,Central Harlem North-Polo Grounds,1956
American Scottish Foundation,"Arts, culture, creative practices",5033,Queens,Woodhaven,1956
American Scottish Foundation,"Arts, culture, creative practices",5407,Queens,Flushing,1956
American Scottish Foundation,"Arts, culture, creative practices",3552,Brooklyn,Fort Greene,1956
American Scottish Foundation,"Arts, culture, creative practices",5964,Queens,Jamaica Estates-Holliswood,1956
American Scottish Foundation,"Arts, culture, creative practices",3248,Brooklyn,Sunset Park East,1956
American Scottish Foundation,"Arts, culture, creative practices",4486,Queens,Ridgewood,1956
American Scottish Foundation,"Arts, culture, creative practices",5573,Queens,Kew Gardens Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",6362,Queens,Laurelton,1956
American Scottish Foundation,"Arts, culture, creative practices",4720,Queens,Glendale,1956
American Scottish Foundation,"Arts, culture, creative practices",4880,Brooklyn,Cypress Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",1240,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,1956
American Scottish Foundation,"Arts, culture, creative practices",6591,Queens,Queens Village,1956
American Scottish Foundation,"Arts, culture, creative practices",5577,Queens,Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",6445,Queens,Rosedale,1956
American Scottish Foundation,"Arts, culture, creative practices",6050,Queens,Springfield Gardens North,1956
American Scottish Foundation,"Arts, culture, creative practices",4802,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",5345,Queens,Richmond Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",4083,Queens,Old Astoria,1956
American Scottish Foundation,"Arts, culture, creative practices",3761,Manhattan,Hamilton Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",3339,Brooklyn,Seagate-Coney Island,1956
American Scottish Foundation,"Arts, culture, creative practices",6120,Queens,Jamaica Estates-Holliswood,1956
American Scottish Foundation,"Arts, culture, creative practices",3323,Brooklyn,Park Slope-Gowanus,1956
American Scottish Foundation,"Arts, culture, creative practices",3627,Brooklyn,Williamsburg,1956
American Scottish Foundation,"Arts, culture, creative practices",3318,Brooklyn,Brooklyn Heights-Cobble Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3092,Brooklyn,Sunset Park East,1956
American Scottish Foundation,"Arts, culture, creative practices",3640,Brooklyn,Flatbush,1956
American Scottish Foundation,"Arts, culture, creative practices",1471,Staten Island,Great Kills,1956
American Scottish Foundation,"Arts, culture, creative practices",4152,Bronx,Melrose South-Mott Haven North,1956
American Scottish Foundation,"Arts, culture, creative practices",1470,Staten Island,Great Kills,1956
American Scottish Foundation,"Arts, culture, creative practices",6298,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",5022,Queens,North Corona,1956
American Scottish Foundation,"Arts, culture, creative practices",3175,Brooklyn,Bensonhurst West,1956
American Scottish Foundation,"Arts, culture, creative practices",6210,Queens,Rosedale,1956
American Scottish Foundation,"Arts, culture, creative practices",3178,Brooklyn,Bath Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",6518,Queens,Laurelton,1956
American Scottish Foundation,"Arts, culture, creative practices",3799,Brooklyn,Midwood,1956
American Scottish Foundation,"Arts, culture, creative practices",1084,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,1956
American Scottish Foundation,"Arts, culture, creative practices",2396,Staten Island,Stapleton-Rosebank,1956
American Scottish Foundation,"Arts, culture, creative practices",1704,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",3769,Manhattan,Upper East Side-Carnegie Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",5816,Queens,Baisley Park,1956
American Scottish Foundation,"Arts, culture, creative practices",3727,Brooklyn,Brighton Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",6219,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",5492,Queens,Queensboro Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",5890,Queens,South Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",5423,Queens,Richmond Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",5017,Queens,College Point,1956
American Scottish Foundation,"Arts, culture, creative practices",4646,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",1625,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",3401,Brooklyn,Park Slope-Gowanus,1956
American Scottish Foundation,"Arts, culture, creative practices",6044,Queens,Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",6510,Queens,Queens Village,1956
American Scottish Foundation,"Arts, culture, creative practices",4719,Queens,Glendale,1956
American Scottish Foundation,"Arts, culture, creative practices",3631,Brooklyn,Clinton Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",3236,Manhattan,Chinatown,1956
American Scottish Foundation,"Arts, culture, creative practices",4723,Brooklyn,Cypress Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",4161,Queens,Old Astoria,1956
American Scottish Foundation,"Arts, culture, creative practices",6375,Queens,Far Rockaway-Bayswater,1956
American Scottish Foundation,"Arts, culture, creative practices",5818,Queens,Baisley Park,1956
American Scottish Foundation,"Arts, culture, creative practices",2245,Staten Island,Old Town-Dongan Hills-South Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",3016,Brooklyn,Sunset Park East,1956
American Scottish Foundation,"Arts, culture, creative practices",5974,Queens,Springfield Gardens North,1956
American Scottish Foundation,"Arts, culture, creative practices",3240,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1956
American Scottish Foundation,"Arts, culture, creative practices",3728,Brooklyn,Brighton Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",4345,Brooklyn,Georgetown-Mill Basin,1956
American Scottish Foundation,"Arts, culture, creative practices",3625,Brooklyn,North Side-South Side,1956
American Scottish Foundation,"Arts, culture, creative practices",3917,Manhattan,Hamilton Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",3396,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",1626,Staten Island,Oakwood-Oakwood Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",4450,Bronx,North Riverdale-Fieldston-Riverdale,1956
American Scottish Foundation,"Arts, culture, creative practices",6202,Queens,St. Albans,1956
American Scottish Foundation,"Arts, culture, creative practices",3081,Manhattan,Battery Park City-Lower Manhattan,1956
American Scottish Foundation,"Arts, culture, creative practices",3915,Manhattan,Washington Heights South,1956
American Scottish Foundation,"Arts, culture, creative practices",5579,Queens,Richmond Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",4194,Brooklyn,Sheepshead Bay-Manhattan Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",5888,Queens,Jamaica,1956
American Scottish Foundation,"Arts, culture, creative practices",3643,Brooklyn,Ocean Parkway South,1956
American Scottish Foundation,"Arts, culture, creative practices",5808,Queens,Pomonok-Flushing Heights-Hillcrest,1956
American Scottish Foundation,"Arts, culture, creative practices",3650,Brooklyn,Brighton Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",3840,Manhattan,Manhattanville,1956
American Scottish Foundation,"Arts, culture, creative practices",3843,Manhattan,Central Harlem South,1956
American Scottish Foundation,"Arts, culture, creative practices",3172,Brooklyn,Borough Park,1956
American Scottish Foundation,"Arts, culture, creative practices",4410,Brooklyn,Bushwick North,1956
American Scottish Foundation,"Arts, culture, creative practices",5185,Queens,Forest Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",3336,Brooklyn,Bensonhurst East,1956
American Scottish Foundation,"Arts, culture, creative practices",6268,Queens,Bayside-Bayside Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",4298,Manhattan,Marble Hill-Inwood,1956
American Scottish Foundation,"Arts, culture, creative practices",4847,Bronx,Bronxdale,1956
American Scottish Foundation,"Arts, culture, creative practices",1303,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1956
American Scottish Foundation,"Arts, culture, creative practices",687,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",6275,Queens,Oakland Gardens,1956
American Scottish Foundation,"Arts, culture, creative practices",1147,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",4572,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",4401,Queens,Woodside,1956
American Scottish Foundation,"Arts, culture, creative practices",3619,Manhattan,Turtle Bay-East Midtown,1956
American Scottish Foundation,"Arts, culture, creative practices",3790,Brooklyn,Crown Heights South,1956
American Scottish Foundation,"Arts, culture, creative practices",991,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",5240,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1956
American Scottish Foundation,"Arts, culture, creative practices",4577,Brooklyn,Canarsie,1956
American Scottish Foundation,"Arts, culture, creative practices",6587,Queens,Bellerose,1956
American Scottish Foundation,"Arts, culture, creative practices",5084,Bronx,Westchester-Unionport,1956
American Scottish Foundation,"Arts, culture, creative practices",5003,Bronx,Allerton-Pelham Gardens,1956
American Scottish Foundation,"Arts, culture, creative practices",3228,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,1956
American Scottish Foundation,"Arts, culture, creative practices",4336,Brooklyn,Brownsville,1956
American Scottish Foundation,"Arts, culture, creative practices",5162,Bronx,Van Nest-Morris Park-Westchester Square,1956
American Scottish Foundation,"Arts, culture, creative practices",3852,Queens,Hunters Point-Sunnyside-West Maspeth,1956
American Scottish Foundation,"Arts, culture, creative practices",3946,Brooklyn,Crown Heights South,1956
American Scottish Foundation,"Arts, culture, creative practices",1857,Staten Island,New Dorp-Midland Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",5239,Bronx,Pelham Bay-Country Club-City Island,1956
American Scottish Foundation,"Arts, culture, creative practices",4258,Brooklyn,Brownsville,1956
American Scottish Foundation,"Arts, culture, creative practices",3775,Queens,Hunters Point-Sunnyside-West Maspeth,1956
American Scottish Foundation,"Arts, culture, creative practices",6665,Queens,Bellerose,1956
American Scottish Foundation,"Arts, culture, creative practices",3008,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1956
American Scottish Foundation,"Arts, culture, creative practices",4377,Bronx,Kingsbridge Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",4416,Brooklyn,Brownsville,1956
American Scottish Foundation,"Arts, culture, creative practices",3931,Queens,Hunters Point-Sunnyside-West Maspeth,1956
American Scottish Foundation,"Arts, culture, creative practices",1927,Staten Island,New Brighton-Silver Lake,1956
American Scottish Foundation,"Arts, culture, creative practices",843,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",4102,Brooklyn,Crown Heights North,1956
American Scottish Foundation,"Arts, culture, creative practices",5807,Queens,Fresh Meadows-Utopia,1956
American Scottish Foundation,"Arts, culture, creative practices",5474,Bronx,Pelham Bay-Country Club-City Island,1956
American Scottish Foundation,"Arts, culture, creative practices",2013,Staten Island,New Dorp-Midland Beach,1956
American Scottish Foundation,"Arts, culture, creative practices",4557,Queens,Elmhurst-Maspeth,1956
American Scottish Foundation,"Arts, culture, creative practices",5963,Queens,Jamaica Estates-Holliswood,1956
American Scottish Foundation,"Arts, culture, creative practices",3242,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1956
American Scottish Foundation,"Arts, culture, creative practices",307,Staten Island,Charleston-Richmond Valley-Tottenville,1956
American Scottish Foundation,"Arts, culture, creative practices",1771,Staten Island,Westerleigh,1956
American Scottish Foundation,"Arts, culture, creative practices",6509,Queens,Queens Village,1956
American Scottish Foundation,"Arts, culture, creative practices",3321,Brooklyn,Park Slope-Gowanus,1956
American Scottish Foundation,"Arts, culture, creative practices",1693,Staten Island,Westerleigh,1956
American Scottish Foundation,"Arts, culture, creative practices",5085,Bronx,Westchester-Unionport,1956
American Scottish Foundation,"Arts, culture, creative practices",6352,Queens,Oakland Gardens,1956
American Scottish Foundation,"Arts, culture, creative practices",4297,Manhattan,Marble Hill-Inwood,1956
American Scottish Foundation,"Arts, culture, creative practices",1155,Staten Island,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",4791,Queens,Elmhurst,1956
American Scottish Foundation,"Arts, culture, creative practices",1537,Staten Island,Westerleigh,1956
American Scottish Foundation,"Arts, culture, creative practices",4612,Bronx,Belmont,1956
American Scottish Foundation,"Arts, culture, creative practices",3462,Manhattan,Midtown-Midtown South,1956
American Scottish Foundation,"Arts, culture, creative practices",3868,Brooklyn,Crown Heights South,1956
American Scottish Foundation,"Arts, culture, creative practices",4843,Bronx,Williamsbridge-Olinville,1956
American Scottish Foundation,"Arts, culture, creative practices",6664,Queens,Bellerose,1956
American Scottish Foundation,"Arts, culture, creative practices",4219,Bronx,Spuyten Duyvil-Kingsbridge,1956
American Scottish Foundation,"Arts, culture, creative practices",3618,Manhattan,Turtle Bay-East Midtown,1956
American Scottish Foundation,"Arts, culture, creative practices",1225,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",4259,Brooklyn,Brownsville,1956
American Scottish Foundation,"Arts, culture, creative practices",1311,Staten Island,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1956
American Scottish Foundation,"Arts, culture, creative practices",1069,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",4884,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",5806,Queens,Fresh Meadows-Utopia,1956
American Scottish Foundation,"Arts, culture, creative practices",4024,Brooklyn,Crown Heights South,1956
American Scottish Foundation,"Arts, culture, creative practices",3150,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,1956
American Scottish Foundation,"Arts, culture, creative practices",3165,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1956
American Scottish Foundation,"Arts, culture, creative practices",4467,Bronx,Mott Haven-Port Morris,1956
American Scottish Foundation,"Arts, culture, creative practices",4376,Bronx,Van Cortlandt Village,1956
American Scottish Foundation,"Arts, culture, creative practices",5319,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1956
American Scottish Foundation,"Arts, culture, creative practices",2161,Staten Island,Stapleton-Rosebank,1956
American Scottish Foundation,"Arts, culture, creative practices",4947,Queens,Corona,1956
American Scottish Foundation,"Arts, culture, creative practices",4180,Brooklyn,Brownsville,1956
American Scottish Foundation,"Arts, culture, creative practices",3540,Manhattan,Turtle Bay-East Midtown,1956
American Scottish Foundation,"Arts, culture, creative practices",5163,Bronx,Westchester-Unionport,1956
American Scottish Foundation,"Arts, culture, creative practices",2005,Staten Island,Grymes Hill-Clifton-Fox Hills,1956
American Scottish Foundation,"Arts, culture, creative practices",3384,Manhattan,Midtown-Midtown South,1956
American Scottish Foundation,"Arts, culture, creative practices",999,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",386,Staten Island,Charleston-Richmond Valley-Tottenville,1956
American Scottish Foundation,"Arts, culture, creative practices",4728,Brooklyn,East New York,1956
American Scottish Foundation,"Arts, culture, creative practices",4421,Brooklyn,Canarsie,1956
American Scottish Foundation,"Arts, culture, creative practices",5397,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1956
American Scottish Foundation,"Arts, culture, creative practices",1849,Staten Island,Westerleigh,1956
American Scottish Foundation,"Arts, culture, creative practices",5241,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1956
American Scottish Foundation,"Arts, culture, creative practices",6196,Queens,Oakland Gardens,1956
American Scottish Foundation,"Arts, culture, creative practices",4456,Bronx,Fordham South,1956
American Scottish Foundation,"Arts, culture, creative practices",4375,Bronx,Spuyten Duyvil-Kingsbridge,1956
American Scottish Foundation,"Arts, culture, creative practices",4321,Queens,Woodside,1956
American Scottish Foundation,"Arts, culture, creative practices",4622,Bronx,Hunts Point,1956
American Scottish Foundation,"Arts, culture, creative practices",3169,Brooklyn,Sunset Park West,1956
American Scottish Foundation,"Arts, culture, creative practices",4300,Bronx,University Heights-Morris Heights,1956
American Scottish Foundation,"Arts, culture, creative practices",4621,Bronx,Hunts Point,1956
American Scottish Foundation,"Arts, culture, creative practices",4066,Manhattan,Washington Heights North,1956
American Scottish Foundation,"Arts, culture, creative practices",5237,Bronx,Van Nest-Morris Park-Westchester Square,1956
American Scottish Foundation,"Arts, culture, creative practices",990,Staten Island,New Springville-Bloomfield-Travis,1956
American Scottish Foundation,"Arts, culture, creative practices",1077,Staten Island,New Springville-Bloomfield-Travis,1956
